idCustomer;NameCustomer;Country
13689;Customer1010;United Kingdom
13690;Customer1011;United Kingdom
13692;Customer1012;United Kingdom
13693;Customer1013;United Kingdom
13694;Customer1014;United Kingdom
13695;Customer1015;United Kingdom
13697;Customer1016;United Kingdom
13699;Customer1017;United Kingdom
13700;Customer1018;United Kingdom
13703;Customer1019;United Kingdom
13704;Customer1020;United Kingdom
13705;Customer1021;United Kingdom
13706;Customer1022;United Kingdom
13707;Customer1023;United Kingdom
13708;Customer1024;United Kingdom
13709;Customer1025;United Kingdom
13710;Customer1026;United Kingdom
13711;Customer1027;United Kingdom
13712;Customer1028;United Kingdom
13715;Customer1029;United Kingdom
13716;Customer1030;United Kingdom
13717;Customer1031;United Kingdom
13718;Customer1032;United Kingdom
13719;Customer1033;United Kingdom
13720;Customer1034;United Kingdom
13721;Customer1035;United Kingdom
13722;Customer1036;United Kingdom
13723;Customer1037;United Kingdom
13725;Customer1038;United Kingdom
13726;Customer1039;United Kingdom
13727;Customer1040;United Kingdom
13728;Customer1041;United Kingdom
13730;Customer1042;United Kingdom
13731;Customer1043;United Kingdom
13732;Customer1044;United Kingdom
13735;Customer1045;United Kingdom
13736;Customer1046;United Kingdom
13737;Customer1047;United Kingdom
13739;Customer1048;United Kingdom
13740;Customer1049;United Kingdom
13741;Customer1050;United Kingdom
13742;Customer1051;United Kingdom
13743;Customer1052;United Kingdom
13744;Customer1053;United Kingdom
13745;Customer1054;United Kingdom
13747;Customer1055;United Kingdom
13748;Customer1056;United Kingdom
13750;Customer1057;United Kingdom
13751;Customer1058;United Kingdom
13752;Customer1059;United Kingdom
13753;Customer1060;United Kingdom
13754;Customer1061;United Kingdom
13755;Customer1062;United Kingdom
13756;Customer1063;United Kingdom
13758;Customer1064;United Kingdom
13759;Customer1065;United Kingdom
13760;Customer1066;United Kingdom
13761;Customer1067;United Kingdom
13762;Customer1068;United Kingdom
13763;Customer1069;United Kingdom
13764;Customer1070;United Kingdom
13767;Customer1071;United Kingdom
13769;Customer1072;United Kingdom
13771;Customer1073;United Kingdom
13772;Customer1074;United Kingdom
13774;Customer1075;United Kingdom
13777;Customer1076;United Kingdom
13778;Customer1077;United Kingdom
13780;Customer1078;United Kingdom
13781;Customer1079;United Kingdom
13782;Customer1080;United Kingdom
13784;Customer1081;United Kingdom
13786;Customer1082;United Kingdom
13787;Customer1083;United Kingdom
13790;Customer1084;United Kingdom
13791;Customer1085;United Kingdom
13792;Customer1086;United Kingdom
13798;Customer1087;United Kingdom
13799;Customer1088;United Kingdom
13800;Customer1089;United Kingdom
13801;Customer1090;United Kingdom
13802;Customer1091;United Kingdom
13803;Customer1092;United Kingdom
13804;Customer1093;United Kingdom
13805;Customer1094;United Kingdom
13806;Customer1095;United Kingdom
13807;Customer1096;United Kingdom
13808;Customer1097;United Kingdom
13809;Customer1098;Cyprus
13810;Customer1099;Germany
13811;Customer1100;Germany
13812;Customer1101;Germany
13813;Customer1102;Germany
13814;Customer1103;Germany
13815;Customer1104;Germany
13816;Customer1105;Germany
13817;Customer1106;Germany
13819;Customer1107;United Kingdom
13821;Customer1108;United Kingdom
13822;Customer1109;United Kingdom
13823;Customer1110;United Kingdom
13824;Customer1111;United Kingdom
13826;Customer1112;United Kingdom
13827;Customer1113;United Kingdom
13828;Customer1114;United Kingdom
13829;Customer1115;United Kingdom
13831;Customer1116;United Kingdom
13832;Customer1117;United Kingdom
13833;Customer1118;United Kingdom
13835;Customer1119;United Kingdom
13837;Customer1120;United Kingdom
13838;Customer1121;United Kingdom
13841;Customer1122;United Kingdom
13842;Customer1123;United Kingdom
13844;Customer1124;United Kingdom
13845;Customer1125;United Kingdom
13846;Customer1126;United Kingdom
13848;Customer1127;United Kingdom
13849;Customer1128;United Kingdom
13850;Customer1129;United Kingdom
13851;Customer1130;United Kingdom
13853;Customer1131;United Kingdom
13854;Customer1132;United Kingdom
13856;Customer1133;United Kingdom
13858;Customer1134;United Kingdom
13859;Customer1135;United Kingdom
13860;Customer1136;United Kingdom
13862;Customer1137;United Kingdom
13863;Customer1138;United Kingdom
13865;Customer1139;United Kingdom
13866;Customer1140;United Kingdom
13867;Customer1141;United Kingdom
13868;Customer1142;United Kingdom
13869;Customer1143;United Kingdom
13870;Customer1144;United Kingdom
13871;Customer1145;United Kingdom
13873;Customer1146;United Kingdom
13874;Customer1147;United Kingdom
13875;Customer1148;United Kingdom
13876;Customer1149;United Kingdom
13877;Customer1150;United Kingdom
13878;Customer1151;United Kingdom
13880;Customer1152;United Kingdom
13881;Customer1153;United Kingdom
13882;Customer1154;United Kingdom
13883;Customer1155;United Kingdom
13884;Customer1156;United Kingdom
13885;Customer1157;United Kingdom
13886;Customer1158;United Kingdom
13887;Customer1159;United Kingdom
13888;Customer1160;United Kingdom
13889;Customer1161;United Kingdom
13890;Customer1162;United Kingdom
13892;Customer1163;United Kingdom
13893;Customer1164;United Kingdom
13894;Customer1165;United Kingdom
13895;Customer1166;United Kingdom
13897;Customer1167;United Kingdom
13898;Customer1168;United Kingdom
13899;Customer1169;United Kingdom
13900;Customer1170;United Kingdom
13901;Customer1171;United Kingdom
13904;Customer1172;United Kingdom
13908;Customer1173;United Kingdom
13911;Customer1174;United Kingdom
13914;Customer1175;United Kingdom
13917;Customer1176;United Kingdom
13918;Customer1177;United Kingdom
13919;Customer1178;Denmark
13922;Customer1179;United Kingdom
13923;Customer1180;United Kingdom
13924;Customer1181;United Kingdom
13925;Customer1182;United Kingdom
13926;Customer1183;United Kingdom
13927;Customer1184;United Kingdom
13928;Customer1185;United Kingdom
13929;Customer1186;United Kingdom
13930;Customer1187;United Kingdom
13931;Customer1188;United Kingdom
13932;Customer1189;United Kingdom
13933;Customer1190;United Kingdom
13934;Customer1191;United Kingdom
13936;Customer1192;United Kingdom
13937;Customer1193;United Kingdom
13938;Customer1194;United Kingdom
13939;Customer1195;United Kingdom
13940;Customer1196;United Kingdom
13941;Customer1197;United Kingdom
13946;Customer1198;United Kingdom
13947;Customer1199;United Kingdom
13948;Customer1200;United Kingdom
13949;Customer1201;United Kingdom
13950;Customer1202;United Kingdom
13951;Customer1203;United Kingdom
13952;Customer1204;United Kingdom
13953;Customer1205;United Kingdom
13954;Customer1206;United Kingdom
13955;Customer1207;United Kingdom
13956;Customer1208;United Kingdom
13958;Customer1209;United Kingdom
13959;Customer1210;United Kingdom
13960;Customer1211;United Kingdom
13962;Customer1212;United Kingdom
13963;Customer1213;United Kingdom
13967;Customer1214;United Kingdom
13969;Customer1215;United Kingdom
13971;Customer1216;United Kingdom
13972;Customer1217;United Kingdom
13973;Customer1218;United Kingdom
13974;Customer1219;United Kingdom
13975;Customer1220;United Kingdom
13976;Customer1221;United Kingdom
13978;Customer1222;United Kingdom
13979;Customer1223;United Kingdom
13980;Customer1224;United Kingdom
13982;Customer1225;United Kingdom
13983;Customer1226;United Kingdom
13984;Customer1227;United Kingdom
13985;Customer1228;United Kingdom
13986;Customer1229;United Kingdom
13988;Customer1230;United Kingdom
13989;Customer1231;United Kingdom
13990;Customer1232;United Kingdom
13991;Customer1233;United Kingdom
13992;Customer1234;United Kingdom
13993;Customer1235;United Kingdom
13994;Customer1236;United Kingdom
13995;Customer1237;United Kingdom
13999;Customer1238;United Kingdom
14000;Customer1239;United Kingdom
14001;Customer1240;United Kingdom
14002;Customer1241;United Kingdom
14004;Customer1242;United Kingdom
14005;Customer1243;United Kingdom
14006;Customer1244;United Kingdom
14009;Customer1245;United Kingdom
14012;Customer1246;United Kingdom
14013;Customer1247;United Kingdom
14014;Customer1248;United Kingdom
14015;Customer1249;United Kingdom
14016;Customer1250;EIRE
14019;Customer1251;United Kingdom
14020;Customer1252;United Kingdom
14021;Customer1253;United Kingdom
14022;Customer1254;United Kingdom
14023;Customer1255;United Kingdom
14024;Customer1256;United Kingdom
14027;Customer1257;United Kingdom
14029;Customer1258;United Kingdom
14030;Customer1259;United Kingdom
14031;Customer1260;United Kingdom
14032;Customer1261;United Kingdom
14034;Customer1262;United Kingdom
14035;Customer1263;United Kingdom
14036;Customer1264;United Kingdom
14037;Customer1265;United Kingdom
14038;Customer1266;United Kingdom
14039;Customer1267;United Kingdom
14040;Customer1268;United Kingdom
14041;Customer1269;United Kingdom
14044;Customer1270;United Kingdom
14045;Customer1271;United Kingdom
14046;Customer1272;United Kingdom
14047;Customer1273;United Kingdom
14048;Customer1274;United Kingdom
14049;Customer1275;United Kingdom
14050;Customer1276;United Kingdom
14051;Customer1277;United Kingdom
14052;Customer1278;United Kingdom
14053;Customer1279;United Kingdom
14054;Customer1280;United Kingdom
14055;Customer1281;United Kingdom
14056;Customer1282;United Kingdom
14057;Customer1283;United Kingdom
14059;Customer1284;United Kingdom
14060;Customer1285;United Kingdom
14062;Customer1286;United Kingdom
14064;Customer1287;United Kingdom
14066;Customer1288;United Kingdom
14067;Customer1289;United Kingdom
14068;Customer1290;United Kingdom
14071;Customer1291;United Kingdom
14073;Customer1292;United Kingdom
14075;Customer1293;United Kingdom
14076;Customer1294;United Kingdom
14077;Customer1295;United Kingdom
14078;Customer1296;United Kingdom
14079;Customer1297;United Kingdom
14080;Customer1298;United Kingdom
14081;Customer1299;United Kingdom
14082;Customer1300;United Kingdom
14083;Customer1301;United Kingdom
14085;Customer1302;United Kingdom
14087;Customer1303;United Kingdom
14088;Customer1304;United Kingdom
14089;Customer1305;United Kingdom
14090;Customer1306;United Kingdom
14092;Customer1307;United Kingdom
14093;Customer1308;United Kingdom
14096;Customer1309;United Kingdom
14098;Customer1310;United Kingdom
14099;Customer1311;United Kingdom
14100;Customer1312;United Kingdom
14101;Customer1313;United Kingdom
14102;Customer1314;United Kingdom
14104;Customer1315;United Kingdom
14105;Customer1316;United Kingdom
14107;Customer1317;United Kingdom
14108;Customer1318;United Kingdom
14109;Customer1319;United Kingdom
14110;Customer1320;United Kingdom
14111;Customer1321;United Kingdom
14112;Customer1322;United Kingdom
14113;Customer1323;United Kingdom
14114;Customer1324;United Kingdom
14116;Customer1325;United Kingdom
14117;Customer1326;United Kingdom
14119;Customer1327;United Kingdom
14121;Customer1328;United Kingdom
14124;Customer1329;United Kingdom
14125;Customer1330;United Kingdom
14126;Customer1331;United Kingdom
14127;Customer1332;United Kingdom
14128;Customer1333;United Kingdom
14129;Customer1334;United Kingdom
14130;Customer1335;United Kingdom
14132;Customer1336;United Kingdom
14133;Customer1337;United Kingdom
14135;Customer1338;United Kingdom
14138;Customer1339;United Kingdom
14139;Customer1340;United Kingdom
14140;Customer1341;United Kingdom
14141;Customer1342;United Kingdom
14142;Customer1343;United Kingdom
14143;Customer1344;United Kingdom
14145;Customer1345;United Kingdom
14146;Customer1346;United Kingdom
14147;Customer1347;United Kingdom
14148;Customer1348;United Kingdom
14149;Customer1349;United Kingdom
14150;Customer1350;United Kingdom
14152;Customer1351;United Kingdom
14154;Customer1352;United Kingdom
14155;Customer1353;United Kingdom
14156;Customer1354;EIRE
14157;Customer1355;United Kingdom
14158;Customer1356;United Kingdom
14159;Customer1357;United Kingdom
14161;Customer1358;United Kingdom
14162;Customer1359;United Kingdom
14163;Customer1360;United Kingdom
14164;Customer1361;United Kingdom
14165;Customer1362;United Kingdom
14167;Customer1363;United Kingdom
14171;Customer1364;United Kingdom
14173;Customer1365;United Kingdom
14174;Customer1366;United Kingdom
14175;Customer1367;United Kingdom
14176;Customer1368;United Kingdom
14177;Customer1369;United Kingdom
14178;Customer1370;United Kingdom
14179;Customer1371;United Kingdom
14180;Customer1372;United Kingdom
14184;Customer1373;United Kingdom
14185;Customer1374;United Kingdom
14188;Customer1375;United Kingdom
14189;Customer1376;United Kingdom
14191;Customer1377;United Kingdom
14193;Customer1378;United Kingdom
14194;Customer1379;United Kingdom
14195;Customer1380;United Kingdom
14196;Customer1381;United Kingdom
14198;Customer1382;United Kingdom
14199;Customer1383;United Kingdom
14201;Customer1384;United Kingdom
14204;Customer1385;United Kingdom
14205;Customer1386;United Kingdom
14206;Customer1387;United Kingdom
14208;Customer1388;United Kingdom
14209;Customer1389;United Kingdom
14210;Customer1390;United Kingdom
14211;Customer1391;United Kingdom
14212;Customer1392;United Kingdom
14213;Customer1393;United Kingdom
14214;Customer1394;United Kingdom
14215;Customer1395;United Kingdom
14216;Customer1396;United Kingdom
14217;Customer1397;United Kingdom
14218;Customer1398;United Kingdom
14219;Customer1399;United Kingdom
14220;Customer1400;United Kingdom
14221;Customer1401;United Kingdom
14222;Customer1402;United Kingdom
14223;Customer1403;United Kingdom
14224;Customer1404;United Kingdom
14226;Customer1405;United Kingdom
14227;Customer1406;United Kingdom
14229;Customer1407;United Kingdom
14231;Customer1408;United Kingdom
14232;Customer1409;United Kingdom
14233;Customer1410;United Kingdom
14234;Customer1411;United Kingdom
14235;Customer1412;United Kingdom
14236;Customer1413;United Kingdom
14237;Customer1414;United Kingdom
14238;Customer1415;United Kingdom
14239;Customer1416;United Kingdom
14240;Customer1417;United Kingdom
14241;Customer1418;United Kingdom
14242;Customer1419;United Kingdom
14243;Customer1420;United Kingdom
14245;Customer1421;United Kingdom
14246;Customer1422;United Kingdom
14247;Customer1423;United Kingdom
14248;Customer1424;United Kingdom
14250;Customer1425;United Kingdom
14251;Customer1426;United Kingdom
14256;Customer1427;United Kingdom
14257;Customer1428;United Kingdom
14258;Customer1429;United Kingdom
14259;Customer1430;United Kingdom
14261;Customer1431;United Kingdom
14262;Customer1432;United Kingdom
14264;Customer1433;United Kingdom
14265;Customer1434;Unspecified
14267;Customer1435;United Kingdom
14270;Customer1436;United Kingdom
14271;Customer1437;United Kingdom
14272;Customer1438;United Kingdom
14273;Customer1439;United Kingdom
14276;Customer1440;United Kingdom
14277;Customer1441;France
14280;Customer1442;United Kingdom
14282;Customer1443;United Kingdom
14284;Customer1444;United Kingdom
14285;Customer1445;United Kingdom
14286;Customer1446;United Kingdom
14287;Customer1447;United Kingdom
14288;Customer1448;United Kingdom
14289;Customer1449;United Kingdom
14290;Customer1450;United Kingdom
14291;Customer1451;United Kingdom
14292;Customer1452;United Kingdom
14293;Customer1453;United Kingdom
14295;Customer1454;United Kingdom
14297;Customer1455;United Kingdom
14298;Customer1456;United Kingdom
14299;Customer1457;United Kingdom
14300;Customer1458;United Kingdom
14301;Customer1459;United Kingdom
14304;Customer1460;United Kingdom
14305;Customer1461;United Kingdom
14306;Customer1462;United Kingdom
14307;Customer1463;United Kingdom
14309;Customer1464;United Kingdom
14311;Customer1465;United Kingdom
14312;Customer1466;United Kingdom
14314;Customer1467;United Kingdom
14315;Customer1468;United Kingdom
14317;Customer1469;United Kingdom
14320;Customer1470;United Kingdom
14321;Customer1471;United Kingdom
14323;Customer1472;United Kingdom
14326;Customer1473;United Kingdom
14327;Customer1474;United Kingdom
14329;Customer1475;United Kingdom
14331;Customer1476;United Kingdom
14332;Customer1477;United Kingdom
14333;Customer1478;United Kingdom
14334;Customer1479;United Kingdom
14335;Customer1480;Germany
14336;Customer1481;United Kingdom
14338;Customer1482;United Kingdom
14339;Customer1483;United Kingdom
14340;Customer1484;United Kingdom
14341;Customer1485;United Kingdom
14342;Customer1486;United Kingdom
14344;Customer1487;United Kingdom
14345;Customer1488;United Kingdom
14346;Customer1489;United Kingdom
14348;Customer1490;United Kingdom
14349;Customer1491;United Kingdom
14350;Customer1492;United Kingdom
14351;Customer1493;United Kingdom
14352;Customer1494;United Kingdom
14353;Customer1495;United Kingdom
14354;Customer1496;United Kingdom
14355;Customer1497;United Kingdom
14356;Customer1498;United Kingdom
14357;Customer1499;United Kingdom
14359;Customer1500;United Kingdom
14360;Customer1501;United Kingdom
14362;Customer1502;United Kingdom
14364;Customer1503;United Kingdom
14367;Customer1504;United Kingdom
14368;Customer1505;United Kingdom
14371;Customer1506;United Kingdom
14373;Customer1507;United Kingdom
14375;Customer1508;United Kingdom
14377;Customer1509;United Kingdom
14379;Customer1510;United Kingdom
14381;Customer1511;United Kingdom
14382;Customer1512;United Kingdom
14383;Customer1513;United Kingdom
14385;Customer1514;United Kingdom
14386;Customer1515;United Kingdom
14387;Customer1516;United Kingdom
14388;Customer1517;United Kingdom
14389;Customer1518;United Kingdom
14390;Customer1519;United Kingdom
14393;Customer1520;United Kingdom
14395;Customer1521;United Kingdom
14396;Customer1522;United Kingdom
14397;Customer1523;United Kingdom
14400;Customer1524;United Kingdom
14401;Customer1525;United Kingdom
14403;Customer1526;United Kingdom
14404;Customer1527;United Kingdom
14406;Customer1528;United Kingdom
14407;Customer1529;United Kingdom
14408;Customer1530;United Kingdom
14409;Customer1531;United Kingdom
14410;Customer1532;United Kingdom
14411;Customer1533;United Kingdom
14412;Customer1534;United Kingdom
14413;Customer1535;United Kingdom
14414;Customer1536;United Kingdom
14415;Customer1537;United Kingdom
14416;Customer1538;United Kingdom
14418;Customer1539;United Kingdom
14419;Customer1540;United Kingdom
14420;Customer1541;United Kingdom
14421;Customer1542;United Kingdom
14422;Customer1543;United Kingdom
14423;Customer1544;United Kingdom
14424;Customer1545;United Kingdom
14426;Customer1546;United Kingdom
14427;Customer1547;United Kingdom
14428;Customer1548;United Kingdom
14431;Customer1549;United Kingdom
14432;Customer1550;United Kingdom
14434;Customer1551;United Kingdom
14436;Customer1552;United Kingdom
14437;Customer1553;United Kingdom
14438;Customer1554;United Kingdom
14439;Customer1555;Greece
14440;Customer1556;United Kingdom
14441;Customer1557;United Kingdom
14442;Customer1558;Channel Islands
14443;Customer1559;United Kingdom
14446;Customer1560;United Kingdom
14447;Customer1561;United Kingdom
14448;Customer1562;United Kingdom
14449;Customer1563;United Kingdom
14450;Customer1564;United Kingdom
14451;Customer1565;United Kingdom
14452;Customer1566;United Kingdom
14453;Customer1567;United Kingdom
14456;Customer1568;United Kingdom
14457;Customer1569;United Kingdom
14459;Customer1570;United Kingdom
14460;Customer1571;United Kingdom
14461;Customer1572;United Kingdom
14462;Customer1573;United Kingdom
14463;Customer1574;United Kingdom
14465;Customer1575;United Kingdom
14466;Customer1576;United Kingdom
14467;Customer1577;United Kingdom
14470;Customer1578;United Kingdom
14472;Customer1579;United Kingdom
14473;Customer1580;United Kingdom
14474;Customer1581;United Kingdom
14475;Customer1582;United Kingdom
14476;Customer1583;United Kingdom
14477;Customer1584;United Kingdom
14479;Customer1585;United Kingdom
14480;Customer1586;United Kingdom
14481;Customer1587;United Kingdom
14482;Customer1588;United Kingdom
14483;Customer1589;United Kingdom
14484;Customer1590;United Kingdom
14485;Customer1591;United Kingdom
14487;Customer1592;United Kingdom
14488;Customer1593;United Kingdom
14489;Customer1594;United Kingdom
14491;Customer1595;United Kingdom
14493;Customer1596;United Kingdom
14494;Customer1597;United Kingdom
14495;Customer1598;United Kingdom
14496;Customer1599;United Kingdom
14497;Customer1600;United Kingdom
14498;Customer1601;United Kingdom
14499;Customer1602;United Kingdom
14500;Customer1603;United Kingdom
14501;Customer1604;United Kingdom
14502;Customer1605;United Kingdom
14503;Customer1606;United Kingdom
14504;Customer1607;United Kingdom
14505;Customer1608;United Kingdom
14506;Customer1609;United Kingdom
14507;Customer1610;United Kingdom
14508;Customer1611;United Kingdom
14511;Customer1612;United Kingdom
14512;Customer1613;United Kingdom
14513;Customer1614;United Kingdom
14514;Customer1615;United Kingdom
14515;Customer1616;United Kingdom
14517;Customer1617;United Kingdom
14518;Customer1618;United Kingdom
14520;Customer1619;United Kingdom
14522;Customer1620;United Kingdom
14523;Customer1621;United Kingdom
14524;Customer1622;United Kingdom
14525;Customer1623;United Kingdom
14527;Customer1624;United Kingdom
14528;Customer1625;United Kingdom
14529;Customer1626;United Kingdom
14530;Customer1627;United Kingdom
14532;Customer1628;United Kingdom
14533;Customer1629;United Kingdom
14534;Customer1630;United Kingdom
14535;Customer1631;United Kingdom
14536;Customer1632;United Kingdom
14537;Customer1633;United Kingdom
14538;Customer1634;United Kingdom
14539;Customer1635;United Kingdom
14540;Customer1636;United Kingdom
14541;Customer1637;United Kingdom
14542;Customer1638;United Kingdom
14543;Customer1639;United Kingdom
14544;Customer1640;United Kingdom
14546;Customer1641;United Kingdom
14547;Customer1642;United Kingdom
14548;Customer1643;United Kingdom
14549;Customer1644;United Kingdom
14550;Customer1645;United Kingdom
14551;Customer1646;United Kingdom
14552;Customer1647;United Kingdom
14553;Customer1648;United Kingdom
14554;Customer1649;United Kingdom
14555;Customer1650;United Kingdom
14557;Customer1651;United Kingdom
14560;Customer1652;United Kingdom
14561;Customer1653;United Kingdom
14562;Customer1654;United Kingdom
14565;Customer1655;United Kingdom
14566;Customer1656;Channel Islands
14567;Customer1657;United Kingdom
14569;Customer1658;United Kingdom
14570;Customer1659;United Kingdom
14572;Customer1660;United Kingdom
14573;Customer1661;United Kingdom
14576;Customer1662;United Kingdom
14577;Customer1663;United Kingdom
14578;Customer1664;United Kingdom
14581;Customer1665;United Kingdom
14582;Customer1666;United Kingdom
14583;Customer1667;United Kingdom
14584;Customer1668;United Kingdom
14585;Customer1669;United Kingdom
14586;Customer1670;United Kingdom
14587;Customer1671;United Kingdom
14589;Customer1672;United Kingdom
14591;Customer1673;United Kingdom
14592;Customer1674;United Kingdom
14593;Customer1675;United Kingdom
14594;Customer1676;United Kingdom
14595;Customer1677;United Kingdom
14597;Customer1678;United Kingdom
14598;Customer1679;United Kingdom
14600;Customer1680;United Kingdom
14601;Customer1681;United Kingdom
14603;Customer1682;United Kingdom
14606;Customer1683;United Kingdom
14607;Customer1684;United Kingdom
14608;Customer1685;United Kingdom
14609;Customer1686;United Kingdom
14616;Customer1687;United Kingdom
14618;Customer1688;United Kingdom
14619;Customer1689;United Kingdom
14620;Customer1690;United Kingdom
14621;Customer1691;United Kingdom
14622;Customer1692;United Kingdom
14623;Customer1693;United Kingdom
14624;Customer1694;United Kingdom
14625;Customer1695;United Kingdom
14626;Customer1696;United Kingdom
14627;Customer1697;United Kingdom
14628;Customer1698;United Kingdom
14629;Customer1699;United Kingdom
14631;Customer1700;United Kingdom
14632;Customer1701;United Kingdom
14633;Customer1702;United Kingdom
14636;Customer1703;United Kingdom
14638;Customer1704;United Kingdom
14639;Customer1705;United Kingdom
14640;Customer1706;United Kingdom
14641;Customer1707;United Kingdom
14642;Customer1708;United Kingdom
14643;Customer1709;United Kingdom
14644;Customer1710;United Kingdom
14645;Customer1711;United Kingdom
14646;Customer1712;Netherlands
14647;Customer1713;United Kingdom
14649;Customer1714;United Kingdom
14651;Customer1715;United Kingdom
14652;Customer1716;United Kingdom
14653;Customer1717;United Kingdom
14655;Customer1718;United Kingdom
14656;Customer1719;United Kingdom
14657;Customer1720;United Kingdom
14658;Customer1721;United Kingdom
14659;Customer1722;United Kingdom
14660;Customer1723;United Kingdom
14661;Customer1724;United Kingdom
14662;Customer1725;United Kingdom
14664;Customer1726;United Kingdom
14665;Customer1727;United Kingdom
14666;Customer1728;United Kingdom
14667;Customer1729;United Kingdom
14669;Customer1730;United Kingdom
14670;Customer1731;United Kingdom
14672;Customer1732;United Kingdom
14673;Customer1733;United Kingdom
14675;Customer1734;United Kingdom
14676;Customer1735;United Kingdom
14679;Customer1736;United Kingdom
14680;Customer1737;United Kingdom
14681;Customer1738;United Kingdom
14682;Customer1739;United Kingdom
14684;Customer1740;United Kingdom
14687;Customer1741;United Kingdom
14688;Customer1742;United Kingdom
14689;Customer1743;United Kingdom
14690;Customer1744;United Kingdom
14691;Customer1745;United Kingdom
14692;Customer1746;United Kingdom
14693;Customer1747;United Kingdom
14696;Customer1748;United Kingdom
14697;Customer1749;United Kingdom
14698;Customer1750;United Kingdom
14699;Customer1751;United Kingdom
14700;Customer1752;United Kingdom
14701;Customer1753;United Kingdom
14702;Customer1754;United Kingdom
14703;Customer1755;United Kingdom
14704;Customer1756;United Kingdom
14705;Customer1757;United Kingdom
14708;Customer1758;United Kingdom
14709;Customer1759;United Kingdom
14710;Customer1760;United Kingdom
14711;Customer1761;United Kingdom
14712;Customer1762;United Kingdom
14713;Customer1763;United Kingdom
14714;Customer1764;United Kingdom
14715;Customer1765;United Kingdom
14716;Customer1766;United Kingdom
14719;Customer1767;United Kingdom
14720;Customer1768;United Kingdom
14722;Customer1769;United Kingdom
14723;Customer1770;United Kingdom
14725;Customer1771;United Kingdom
14727;Customer1772;United Kingdom
14729;Customer1773;United Kingdom
14730;Customer1774;United Kingdom
14731;Customer1775;United Kingdom
14732;Customer1776;United Kingdom
14733;Customer1777;United Kingdom
14735;Customer1778;United Kingdom
14737;Customer1779;United Kingdom
14738;Customer1780;United Kingdom
14739;Customer1781;United Kingdom
14740;Customer1782;United Kingdom
14741;Customer1783;United Kingdom
14744;Customer1784;United Kingdom
14745;Customer1785;United Kingdom
14747;Customer1786;United Kingdom
14748;Customer1787;United Kingdom
14752;Customer1788;United Kingdom
14753;Customer1789;United Kingdom
14754;Customer1790;United Kingdom
14755;Customer1791;United Kingdom
14756;Customer1792;United Kingdom
14757;Customer1793;United Kingdom
14758;Customer1794;United Kingdom
14759;Customer1795;United Kingdom
14760;Customer1796;United Kingdom
14761;Customer1797;United Kingdom
14762;Customer1798;United Kingdom
14764;Customer1799;United Kingdom
14765;Customer1800;United Kingdom
14766;Customer1801;United Kingdom
14768;Customer1802;United Kingdom
14769;Customer1803;United Kingdom
14770;Customer1804;United Kingdom
14772;Customer1805;United Kingdom
14775;Customer1806;United Kingdom
14776;Customer1807;United Kingdom
14777;Customer1808;United Kingdom
14778;Customer1809;United Kingdom
14779;Customer1810;United Kingdom
14780;Customer1811;United Kingdom
14782;Customer1812;United Kingdom
14784;Customer1813;United Kingdom
14785;Customer1814;United Kingdom
14788;Customer1815;United Kingdom
14789;Customer1816;United Kingdom
14790;Customer1817;United Kingdom
14792;Customer1818;United Kingdom
14793;Customer1819;United Kingdom
14794;Customer1820;United Kingdom
14795;Customer1821;United Kingdom
14796;Customer1822;United Kingdom
14798;Customer1823;United Kingdom
14799;Customer1824;United Kingdom
14800;Customer1825;United Kingdom
14801;Customer1826;United Kingdom
14803;Customer1827;United Kingdom
14804;Customer1828;United Kingdom
14805;Customer1829;United Kingdom
14806;Customer1830;United Kingdom
14808;Customer1831;United Kingdom
14810;Customer1832;United Kingdom
14813;Customer1833;United Kingdom
14815;Customer1834;United Kingdom
14816;Customer1835;United Kingdom
14817;Customer1836;United Kingdom
14818;Customer1837;United Kingdom
14819;Customer1838;United Kingdom
14820;Customer1839;United Kingdom
14821;Customer1840;United Kingdom
14823;Customer1841;United Kingdom
14824;Customer1842;United Kingdom
14825;Customer1843;United Kingdom
14828;Customer1844;United Kingdom
14829;Customer1845;United Kingdom
14830;Customer1846;United Kingdom
14834;Customer1847;United Kingdom
14836;Customer1848;United Kingdom
14837;Customer1849;United Kingdom
14840;Customer1850;United Kingdom
14841;Customer1851;United Kingdom
14842;Customer1852;United Kingdom
14844;Customer1853;United Kingdom
14847;Customer1854;United Kingdom
14849;Customer1855;United Kingdom
14850;Customer1856;United Kingdom
14851;Customer1857;United Kingdom
14852;Customer1858;United Kingdom
14853;Customer1859;United Kingdom
14854;Customer1860;United Kingdom
14855;Customer1861;United Kingdom
14856;Customer1862;United Kingdom
14857;Customer1863;United Kingdom
14859;Customer1864;United Kingdom
14860;Customer1865;United Kingdom
14861;Customer1866;United Kingdom
14862;Customer1867;United Kingdom
14863;Customer1868;United Kingdom
14865;Customer1869;United Kingdom
14866;Customer1870;United Kingdom
14867;Customer1871;United Kingdom
14868;Customer1872;United Kingdom
14869;Customer1873;United Kingdom
14870;Customer1874;United Kingdom
14871;Customer1875;United Kingdom
14873;Customer1876;United Kingdom
14875;Customer1877;United Kingdom
14878;Customer1878;United Kingdom
14880;Customer1879;United Kingdom
14881;Customer1880;United Kingdom
14882;Customer1881;United Kingdom
14883;Customer1882;United Kingdom
14885;Customer1883;United Kingdom
14886;Customer1884;United Kingdom
14887;Customer1885;United Kingdom
