id;title;tagnames;author_id;body;node_type;parent_id;abs_parent_id;added_at;score;state_string;last_edited_id;last_activity_by_id;last_activity_at;active_revision_id;extra;extra_ref_id;extra_count;marked
11003941;;cs215 ;100012879;"<p>Yes I see now. This is the working code so far with heapq, so as to not code the whole heap and not double add with the index:</p>
<pre><code>import csv
import time
import heapq

def make_link(G, node1, node2):
    if node1 not in G:
        G[node1] = {}
    if node2 not in G[node1]:
        G[node1][node2] = 1
    else:
        G[node1][node2] += 1
    if node2 not in G:
        G[node2] = {}
    if node1 not in G[node2]:
        G[node2][node1] = 1
    else:
        G[node2][node1] += 1
    return G

def read_graph(filename):
    # Read an undirected graph in CSV format. Each line is an edge
    tsv = csv.reader(open(filename), delimiter='\t')
    G = {}
    characters = {}
    index = 0
    # graph characters-comics books
    for (node1, node2) in tsv: 
        if node1 not in characters:
             characters[char] = index
             index += 1
        make_link(G, node1, node2)
    return G, characters

marvelG, characters = read_graph('uniq_edges.tsv')
# graph characters-characters

#Let's make a character-to-character graph
#Note that if an edge is added multiple times, the strength increases
def val(node):
    return node[0]

time1 = time.time()
charG = {}
for char1 in characters:
    for book in marvelG[char1]:
        for char2 in marvelG[book]:        
                 make_link(charG, char1, char2)
time2 = time.time()
print ""time to compute strenghts"", time2 - time1

heap=[]
k = 10
for char1 in characters:
    for char2 in charG[char1]:
        #avoid duplicates by only including pairs where the character
        #number of the first is less than that of the second
        if characters[char1] &lt; characters[char2]:
            if len(heap) &lt; k:
                heapq.heappush(heap,(charG[char1][char2]/2, (char1, char2)))
            elif charG[char1][char2] &gt; val(heap[0]):
                heapq.heappushpop(heap,(charG[char1][char2]/2, (char1, char2)))
print [heapq.heappop(heap) for _ in range(k)]
</code></pre>";comment;11003928;11003924;2012-07-27 21:44:11.957289+00;0;;11034060;100012879;2012-07-27 22:04:17.251528+00;11005799;\N;\N;0;f
11003947;;cs215 ;100025468;<p>its just to number characters in the order they appear in the file. the characters will be numbered 0, 1, 2, .., etc. the result of max computation is not different but the numbering scheme is more sensible (i.e. it is not the last line number that the character appears in).</p>;comment;11003928;11003924;2012-07-27 22:04:05.575248+00;0;;11034061;100025468;2012-07-27 22:04:27.428184+00;11005800;\N;\N;0;f
11003993;;cs215 ;100020078;"<p>I was thinking about using the fact that <a href=""http://forums.udacity.com/users/100025468/ked4r-4""><a href=""http://forums.udacity.com/users/100025468/ked4r-4"">@ked4r</a></a> mentions in another approach.</p>
<p>Suppose that we are able to keep track of which shortest paths have been computed (as subpaths going down the bfs trees).<br>
Then, in the next iteration, instead of running bfs from some arbitrary node, run it from the one which has the smallest number of shortest paths already computed in order to maximize the number of new shortest paths that the bfs will compute in the iteration. </p>
<p>I don't have a feeling how well this heuristic would perform and whether this would significantly decrease the total number of bfs that you have to perform.</p>";comment;11003981;11003977;2012-07-29 02:40:29.557891+00;0;;\N;100020078;2012-07-29 02:40:29.557891+00;11005875;\N;\N;0;f
11004084;;cs215 ;100068905;"<p>The issue is really just a typo, but a typo that may flag a more general issue.  One 'wants' to use a function that is 1 or 0 because of the nice applications of such 'characteristic' functions in probability and measure theory.  However, conventional enumerations force changes in the particular description of such functions in code applications.  For what it's worth, to a (present or former) mathematician, the summation you describe is over all w and all x in G[v], and thus double-counts the potential edges, which are what one implicitly selects at random with a probability of 2/(n<em>(n-1)).  Hence the '0.5 or 0'.  (With a denominator instead of n</em>(n-1), one would be selecting instead ordered pairs at random.  The issue is merely pedantic until one's code starts producing answers that are off by a multiple. <br>
An interesting question is how to change the sampling procedure to get faster convergence, but that's another topic.)<br>
Very sorry about the title.  Old habits.  I'll use 'Prof.' in the future.</p>";comment;11004081;11004054;2012-07-30 15:29:52.598193+00;0;;11034901;100068905;2012-07-30 15:40:09.355924+00;11006019;\N;\N;0;f
11004143;;cs215 ;100012879;"<p>Thanks. I was trying to mimic Prof Littman's code because we haven't got a full solution to this quiz.This is the full working code with the fixes:</p>
<pre><code>import csv
import time
import heapq

def make_link(G, node1, node2):
    if node1 not in G:
        G[node1] = {}
    if node2 not in G[node1]:
        G[node1][node2] = 1
    else:
        G[node1][node2] += 1
    if node2 not in G:
        G[node2] = {}
    if node1 not in G[node2]:
        G[node2][node1] = 1
    else:
        G[node2][node1] += 1
    return G

def read_graph(filename):
    tsv = csv.reader(open(filename), delimiter='\t')
    G = {}
    characters = {}
    index = 0
    for (node1, node2) in tsv: 
        if node1 not in characters:
            characters[node1] = index
            index += 1
        make_link(G, node1, node2)
    return G, characters

marvelG, characters = read_graph('uniq_edges.tsv')

def val(node):
    return node[0]

time1 = time.time()
charG = {}
for char1 in characters:
    if char1 not in charG:
        charG[char1] = {}
    for book in marvelG[char1]:
        for char2 in marvelG[book]:        
            if char1 &gt; char2:
                 make_link(charG, char1, char2)
time2 = time.time()
print ""time to compute strenghts"", time2 - time1

heap=[]
k = 10
for char1 in characters:
    for char2 in charG[char1]:
        #avoid duplicates by only including pairs where the character
        #number of the first is less than that of the second
        if characters[char1] &lt; characters[char2]:
            if len(heap) &lt; k:
                heapq.heappush(heap,(charG[char1][char2], (char1, char2)))
            elif charG[char1][char2] &gt; val(heap[0]):
                heapq.heappushpop(heap,(charG[char1][char2], (char1, char2)))
print [heapq.heappop(heap) for _ in range(k)]
</code></pre>";comment;11003716;11003709;2012-07-31 08:50:23.972173+00;0;;11035249;100012879;2012-07-31 08:54:23.98665+00;11006092;\N;\N;0;f
11004209;;cs215 ;100073491;"<p><a href=""http://forums.udacity.com/cs215/users/59/andy55555"" rel=""nofollow""><a href=""http://forums.udacity.com/users/100026947/andy55555-7""><a href=""http://forums.udacity.com/users/100026947/andy55555-7"">@Andy</a></a></a>:Nope, with some additional hacking I was able to conclude that my code just barely misses the thresholds, even on Udacity servers. Essentially, in a 1000-node test case my code is able to successfully compute 750 out of 1000 final_dist elements before it timeouts. My conclusion is that grader was designed to aggressively match performance of some ""reference"" heapq-based implementation and any significant deviation would throw it off. I am still not convinced that NO alternative acceptable implementation is possible but the game is quite high.</p>";comment;11004198;11004145;2012-08-01 04:51:27.3064+00;0;;\N;100073491;2012-08-01 04:51:27.3064+00;11006192;\N;\N;0;f
11004249;;cs215 ;100011294;"<p><a href=""http://forums.udacity.com/users/100012879/persep""><a href=""http://forums.udacity.com/users/100012879/persep"">@PerseP</a></a>, no the least obscure path is not necessarily the shortest path.  Using the same example as <a href=""http://forums.udacity.com/users/100025468/ked4r-4""><a href=""http://forums.udacity.com/users/100025468/ked4r-4""><a href=""http://forums.udacity.com/users/100025468/ked4r-4""><a href=""http://forums.udacity.com/users/100025468/ked4r-4"">@ked4r</a></a></a></a>, the shortest path is:</p>
<p>['Sheppard, William Morgan', 'Star Trek2009', 'Berry Jr., Michael', 'Pirates of the Caribbean: The Curse of the Black Pearl2003', 'Crook, Mackenzie']</p>
<p>This is significantly shorter than the least obscure path presented by <a href=""http://forums.udacity.com/users/100062358/kedrzu"">@kedr</a>.</p>
<p>One interesting side point:  I believe that there can be a <em>lot</em> of equivalent least obscure paths.  Think about it. As long as you route through a very popular (== not obscure) movie, it costs you nothing at all! </p>
<p>My least obscure path for this same example is:</p>
<p>['Sheppard, William Morgan', 'Transformers2007', 'Harnell, Jess', 'Toy Story 32010', 'Angel, Jack (I)', ""Pirates of the Caribbean: At World's End2007"", 'Crook, Mackenzie']</p>
<p>Shorter than <a href=""http://forums.udacity.com/users/100025468/ked4r-4""><a href=""http://forums.udacity.com/users/100025468/ked4r-4""><a href=""http://forums.udacity.com/users/100025468/ked4r-4""><a href=""http://forums.udacity.com/users/100025468/ked4r-4"">@ked4r</a></a></a></a>'s but still longer than the shortest path.</p>
<p>The key point about the least obscure path is that the <strong>total value</strong> of the path is determined by the single most obscure movie along that path.</p>";comment;11004181;11004146;2012-08-01 18:34:25.741013+00;2;;\N;100011294;2012-08-01 18:34:25.741013+00;11006250;\N;\N;0;f
11004275;;cs215 ;100025468;"<p>Interesting! I used two test harnesses: (1) make_random_graph given by <a href=""http://forums.udacity.com/users/100116226/jobin-raju"">@Job</a> and (2) make_mc_graph based on <a href=""http://forums.udacity.com/users/100022094/michele-calgaro""><a href=""http://forums.udacity.com/users/100022094/michele-calgaro"">@Michele</a></a>'s test2 graph generator. As the graph becomes denser, the position-based implementation becomes faster. When the graph is not very dense, my implementation is faster. The three implementations I compared are mine (without heapq), D's (without heapq D) and Michele's (without heapq MC).</p>
<p>In hindsight, this is obvious since my implementation adds the same node to heap multiple times and just ignores some values (this problem will be exacerbated in dense graphs).</p>
<pre>using make_random_graph to generate random graphs
avg of time taken for 10 trials of 100 size graph, without heapq/with heapq: 2.818, without heapq D/with heapq: 2.831, without heapq MC/with heapq: 9.515
avg of time taken for 10 trials of 300 size graph, without heapq/with heapq: 2.964, without heapq D/with heapq: 3.182, without heapq MC/with heapq: 11.187
avg of time taken for 10 trials of 600 size graph, without heapq/with heapq: 3.065, without heapq D/with heapq: 3.302, without heapq MC/with heapq: 11.810
avg of time taken for 10 trials of 1000 size graph, without heapq/with heapq: 3.121, without heapq D/with heapq: 3.374, without heapq MC/with heapq: 12.323
avg of time taken for 10 trials of 3000 size graph, without heapq/with heapq: 3.160, without heapq D/with heapq: 3.478, without heapq MC/with heapq: 13.083
avg of time taken for 10 trials of 6000 size graph, without heapq/with heapq: 3.154, without heapq D/with heapq: 3.485, without heapq MC/with heapq: 13.005
avg of time taken for 10 trials of 10000 size graph, without heapq/with heapq: 3.115, without heapq D/with heapq: 3.483, without heapq MC/with heapq: 13.053
avg of time taken for 10 trials of 30000 size graph, without heapq/with heapq: 3.003, without heapq D/with heapq: 3.417, without heapq MC/with heapq: 12.536

using make_mc_graph to generate random graphs
avg of time taken for 10 trials of 100 size graph, without heapq/with heapq: 2.493, without heapq D/with heapq: 2.095, without heapq MC/with heapq: 17.651
avg of time taken for 10 trials of 300 size graph, without heapq/with heapq: 2.718, without heapq D/with heapq: 2.230, without heapq MC/with heapq: 20.379
avg of time taken for 10 trials of 600 size graph, without heapq/with heapq: 2.688, without heapq D/with heapq: 2.311, without heapq MC/with heapq: 20.919
avg of time taken for 10 trials of 1000 size graph, without heapq/with heapq: 2.671, without heapq D/with heapq: 2.284, without heapq MC/with heapq: 21.120
avg of time taken for 10 trials of 3000 size graph, without heapq/with heapq: 2.652, without heapq D/with heapq: 2.308, without heapq MC/with heapq: 20.935
avg of time taken for 10 trials of 6000 size graph, without heapq/with heapq: 2.665, without heapq D/with heapq: 2.331, without heapq MC/with heapq: 21.177
avg of time taken for 10 trials of 10000 size graph, without heapq/with heapq: 2.642, without heapq D/with heapq: 2.337, without heapq MC/with heapq: 20.602
avg of time taken for 10 trials of 30000 size graph, without heapq/with heapq: 2.507, without heapq D/with heapq: 2.240, without heapq MC/with heapq: 19.570
</pre>";comment;11004271;11004214;2012-08-02 01:09:44.421197+00;1;;11035908;100025468;2012-08-02 01:10:47.794423+00;11006299;\N;\N;0;f
11004311;;cs215 ;100073491;"<p><a href=""http://forums.udacity.com/cs215/users/1252/michele-calgaro"" rel=""nofollow""><a href=""http://forums.udacity.com/users/100022094/michele-calgaro""><a href=""http://forums.udacity.com/users/100022094/michele-calgaro"">@Michele Calgaro</a></a></a>: Actually, reduction is introduced exactly at the beginning of unit 6-9. In fact, unit 6-9 title is ""Reduction: Long and Simple path"" so I do not understand why you were so puzzled.</p>";comment;11004309;11004306;2012-08-02 08:02:27.094015+00;1;;\N;100073491;2012-08-02 08:02:27.094015+00;11006351;\N;\N;0;f
11004316;;cs215 ;100012879;"<p>I think I've got it; instead of calculating the cost of the new possible path by adding the actual path cost and the new weight, I calculate it by choosing the maximum of the actual path cost and the new weight, The distance of the final path is going to be the maximum of is weights, ie: the obscurity value</p>";comment;11004181;11004146;2012-08-02 12:51:58.401748+00;0;;\N;100012879;2012-08-02 12:51:58.401748+00;11006365;\N;\N;0;f
11004329;;cs215 ;100073491;"<p>Michael, I understand the difference. I was under impression that the first problem is usually called ""k-coloring problem"" and the second ""chromatic number problem"". The first is obviously in NP but it is not so clear about the second one. At the same time I remember that ""chromatic number problem"" was one of the original NP-complete problems presented by Karp in his <a href=""http://www.cs.berkeley.edu/~luca/cs172/karp.pdf"" rel=""nofollow"">seminal paper published in 70s</a> (look at page 95). It is also listed as such in Wikipedia's <a href=""http://en.wikipedia.org/wiki/Karp%E2%80%99s_21_NP-complete_problems"" rel=""nofollow"">list of NP-complete problems</a>. I had this at the back of my mind from prior studies. What I did not realize though that apparently there is a terminological disagreement about what to call a ""chromatic number problem"". As it is obvious from carefully reading Karp's paper what he calls a ""chromatic number problem"" is generally known as a ""k-coloring problem"", i.e. problem of verifying that graph can be colored with k colors. On the other hand, WolframAlfa article states (unambiguously this time) that chromatic number problem is NP-complete and references Skiena's text:  </p>
<blockquote>
<p>The chromatic number of a graph $%G$% is also the smallest positive integer $%z$% such <br>
that the chromatic polynomial $%\pi_{G}(z)&gt;0$%. Calculating the chromatic number of a graph is <br>
an NP-complete problem (Skiena 1990, pp. 211-212). </p>
</blockquote>
<p>It now appears to me that WolframAlfa just screwed this up (I don't have Skiena book handy to verify the source).</p>";comment;11004321;11004305;2012-08-02 15:16:26.654834+00;1;;11036138;100073491;2012-08-02 15:22:23.03094+00;11006386;\N;\N;0;f
11004347;;cs215 ;100073491;"<p><a href=""http://forums.udacity.com/cs215/users/1058/ked4r"" rel=""nofollow""><a href=""http://forums.udacity.com/users/100025468/ked4r-4""><a href=""http://forums.udacity.com/users/100025468/ked4r-4"">@ked4r</a></a></a> Your reduction to k-colorability only shows that chromatic number problem is NP-hard, it does not prove it is not in NP (not NP-complete). To proof the later you need to show that there is no easy certificate/verifier for a chromatic number problem. Showing that problem is in co-NP also does not prove it is not in NP (as there exist problems which are both in NP and co-NP)</p>";comment;11004312;11004305;2012-08-02 17:36:20.921254+00;0;;11036206;100073491;2012-08-02 17:37:25.083191+00;11006414;\N;\N;0;f
11004349;;cs215 ;100073491;<p>Yes, we do have computational power. Actually everybody on this forum has this power - it is called WolframAlfa. On a serious note, if you want to implement a program calculating this number you would need to do something more intelligent than just calculating two sides of equation and comparing them. I would not hint more yet.</p>;comment;11004334;11004330;2012-08-02 17:41:54.414581+00;1;;\N;100073491;2012-08-02 17:41:54.414581+00;11006416;\N;\N;0;f
11004374;;cs215 ;100073491;"<p>Yes, <a href=""http://forums.udacity.com/cs215/users/1025/jeff-blohm"" rel=""nofollow"">Jeff</a> is right - you are on the right path now. Again, just think of the problem as ""calculate a median value of a list with n elements in time linear in n"". Then consider a definition of the median and see if you know of any algorithms that can solve it in linear time. BTW, the median we are talking about in the literature is often called ""sample median"" or ""statistical median"". Here are some details: <a href=""http://mathworld.wolfram.com/StatisticalMedian.html"" rel=""nofollow""></a><a href=""http://mathworld.wolfram.com/StatisticalMedian.html"" rel=""nofollow"">http://mathworld.wolfram.com/StatisticalMedian.html</a></p>";comment;11004358;11004319;2012-08-02 19:15:15.216454+00;0;;\N;100073491;2012-08-02 19:15:15.216454+00;11006453;\N;\N;0;f
11004375;;cs215 ;100004818;<p>Thank you.  Now I understand how the recursion works.  But this same line still bugs my compiler.  As is, it says that dictionary keys are not subscriptable, and when I try to feed that program a list made up of those dictionary keys, it says that it can only concatenate list (not map) to list.  To have the author of the function answer my question is quite an honor, really.</p>;comment;11004364;11004355;2012-08-02 19:16:15.77663+00;0;;\N;100004818;2012-08-02 19:16:15.77663+00;11006454;\N;\N;0;f
11004394;;cs215 ;100068905;"<p>A particularly painful thorn in this particular case, since in unit 5.14 Prof. Littman specifically addressed using heaps for Dijkstra and commented, apparently as a hint, that the hardest part would be the 'bookkeeping' that allows heapified Dijkstra code to find a node already in the heap to reduce its value, in constant time.<br>
I spent a fair amount of time writing code that did this, only to find it ran too slowly to meet all the tests, and much slower than much simpler code based on heapq which ignores all bookkeeping other than preventing 'locked-down' values in final_dict from being subsequently overwritten.  Indeed, keeping track of the location of an entry in a heap managed by heapq appears impossible without losing the speed advantage heapq offers.<br>
It thus seems, unfortunately, like the hint may have been a red herring, since only heapq-based code seems fast enough to meet all the tests.<br>
I very much hope this doesn't happen on the final!</p>";comment;11004145;11004145;2012-08-03 00:09:19.318414+00;1;;\N;100068905;2012-08-03 00:09:19.318414+00;11006487;\N;\N;0;f
11004399;;cs215 ;100068905;"<p>PARTIAL SPOILER:<br>
Dist_so_far becomes a standard Python list that heapq then manages.<br>
Heapq eliminates the need for a lot of the code that's in the question.  There's no need for a separate shortest_dist_node method: just use heapq.heappop().  Add a new entry with heapq.heappush(new entry).  Heapq is so efficient there's no need to delete entries related to nodes, or to update them for lower distances (updating is difficult or impossible anyway since heapq doesn't keep track of where old entries are); just add new entries for the same nodes with lower distance values and they will end up higher in the heap.<br>
With heapq, the entire answer becomes ten lines of code or less, including the import heapq statement.  The only issue is the structure of the entries to use in the dist_so_far array.<br>
Heapq provides a simpler answer than the question appears to intend, but custom heap code in native Python seems to run too slow for the tests based on larger examples.</p>";comment;11004091;11004064;2012-08-03 00:30:15.22149+00;0;;11036412;100068905;2012-08-03 00:30:35.417065+00;11006493;\N;\N;0;f
11004415;;cs215 ;100011294;"<p><a href=""http://forums.udacity.com/users/100006021/eli-burmin""><a href=""http://forums.udacity.com/users/100006021/eli-burmin"">@Eli</a></a>, yes, there was lots of room for interpretation.  The additional point is that in many cases there are multiple paths between two nodes that have the same minimum weight.  In this case, the length you need to use is the shortest length of the equal minimum weight paths.  (For some people, this just falls out in the way they wrote their algorithms.  For others, you need to add a couple of checks to make sure you do this.)</p>
<p>So I would suggest one more line:</p>
<p>C -&gt; min(len(min_weight_paths)) == len(hop_path)</p>
<p>It's the same as B except that it includes the possibility of multiple minimum weight paths...</p>";comment;11004138;11004136;2012-08-03 04:44:52.997244+00;0;;\N;100011294;2012-08-03 04:44:52.997244+00;11006521;\N;\N;0;f
11004440;;cs215 ;100073491;"<p>You are misreading the definition of a long and simple path problem. Michael defines it in the lecture as <i>""given graph G, [...] l and two nodes u and v, is there are a simple path from u to v consisting of l or mode nodes""</i>. Again, <b><i>""l or more nodes""</i></b>. For example, if there is a simple path consisting of exactly two nodes, then by definition, decision problem for any l&lt;=2 shall return TRUE. The only thing that is missing from this definition in my view is a restriction on the domain of possible l values, i.e. can l be a 1, 0 or a negative number? If you look at <code>long_and_simple_decision</code> implementation in the test harness you will find that it returns FALSE for l = 0. This I believe is a mistake, unless we amend definition above to state that l has to be a positive integer, and even in this case it would make more sense to return None or generate an exception if out-of-domain value was passed to the function.</p>
<p>In your example there is a simple path between 1 and 6 of length 3 ([1, 2, 6]), so decision problem shall return TRUE for l=3,2,...</p>
<p>[EDIT: here is a wikipedia article describing this problem: <a href=""http://en.wikipedia.org/wiki/Longest_path_problem"" rel=""nofollow""></a><a href=""http://en.wikipedia.org/wiki/Longest_path_problem"" rel=""nofollow"">http://en.wikipedia.org/wiki/Longest_path_problem</a>]</p>";comment;11004412;11004409;2012-08-03 15:15:15.268626+00;0;;11036825;100073491;2012-08-03 15:52:45.842377+00;11006576;\N;\N;0;f
11004460;;cs215 ;100011294;"<p>Hi <a href=""http://forums.udacity.com/users/100045571/andre"">@Andre</a>,</p>
<p>Here is a hint to get you closer to your objective.  Your path comparison is wrong at the bottom of your program.  It should be:</p>
<pre><code>    for char2 in weighted:
        if len(unweighted[char2]) != len(weighted[char2]):
</code></pre>
<p>See?  You are supposed to check the <strong>length</strong> of the shortest unweighted path against the <strong>length</strong> of the shortest path of least weight.  If you change this line, you will see that you are closer to the correct answer.  I haven't gone further on your code than this.  But it's possible that you might sometimes be missing returning the shortest length path in the case where two weighted paths have the same cost.  See the example in my original posting above, where there are two paths of the same weight, but one is shorter than the other... you need to use this shorter path of equal weight for the weighted value.  Hope that sort of makes sense.</p>";comment;11004418;11004136;2012-08-03 22:53:33.623649+00;1;;\N;100011294;2012-08-03 22:53:33.623649+00;11006602;\N;\N;0;f
11004468;;cs215 ;100044569;"<p>Hey Alex! don't worry about calculus .i am giving you fallowing links ,just check out these lectures on math .i hope you will not face any problem in calculus after that :)(both are on same topic from MIT but professors are different so just check whichever you feel easy and interactive) good luck!</p>
<p><a href=""http://ocw.mit.edu/courses/mathematics/18-01sc-single-variable-calculus-fall-2010/"" rel=""nofollow"">http://ocw.mit.edu/courses/mathematics/18-01sc-single-variable-calculus-fall-2010/</a></p>
<p><a href=""http://ocw.mit.edu/courses/mathematics/18-01-single-variable-calculus-fall-2005/"" rel=""nofollow"">http://ocw.mit.edu/courses/mathematics/18-01-single-variable-calculus-fall-2005/</a></p>
<p>for more on maths you can check Khan academy lectures at this link </p>
<p><a href=""http://www.khanacademy.org/"" rel=""nofollow"">http://www.khanacademy.org/</a></p>";comment;11000390;11000054;2012-08-04 02:57:56.288608+00;0;;11036972;100044569;2012-08-04 02:58:52.301454+00;11006614;\N;\N;0;f
11004503;;cs215 ;100073491;"<p>Not necessarily so. First of all NEXP is a better example here. EXP may in fact collapse to NP for what we know. According to <a href=""http://en.wikipedia.org/wiki/Time_hierarchy_theorem"" rel=""nofollow"">Time Hierarchy Theorem</a>, time-bounded hierarchy of complexity classes does not completely collapse so for every deterministic time-bounded complexity class, there is a strictly larger time-bounded complexity class. Another excellent source is <a href=""http://qwiki.stanford.edu/index.php/Petting_Zoo"" rel=""nofollow"">Stanford's Complexity Zoo</a> but you can easily get lost there (I do).</p>
<p>P.S. In simple terms, for class EXP there is class EEXP that is larger then EXP. Similary, for NEXP, there is NEEXP and so on.</p>
<p>[EDIT: fixed the link to Time Hierarchy Theorem above].</p>";comment;11004495;11004491;2012-08-04 18:07:37.730268+00;1;;11037140;100073491;2012-08-04 18:22:44.526214+00;11006669;\N;\N;0;f
11004506;;cs215 ;100073491;"<p><a href=""http://forums.udacity.com/cs215/users/1172/kris-king"" rel=""nofollow""><a href=""http://forums.udacity.com/users/100004871/kris-king""><a href=""http://forums.udacity.com/users/100004871/kris-king"">@Kris</a></a></a>, thanks for pointing out the broken link - it is fixed now. As for ""Complexity Zoo"" - yes, it is quite deep and theoretical but I linked above to an introductory article there (it is appropriately called ""Petting Zoo"") which does not require much background. In any case these are very interesting problems which will certainly provide delicious food to anyone with intellectual curiosity even though I prefer to spend my snowy afternoons on [hopefully] even more snowy slopes :).</p>";comment;11004495;11004491;2012-08-04 18:31:34.799608+00;0;;\N;100073491;2012-08-04 18:31:34.799608+00;11006671;\N;\N;0;f
11004539;;cs215 ;100073491;"<p><a href=""http://forums.udacity.com/cs215/users/158/nlgunther"" rel=""nofollow""><a href=""http://forums.udacity.com/users/100068905/nlgunther""><a href=""http://forums.udacity.com/users/100068905/nlgunther"">@nlgunther</a></a></a>: Yes, your code is concise but very slow - 10 times slower then <a href=""http://forums.udacity.com/cs215/questions/4268/ps5-1-priority-queue-implementation-using-heapq?page=1&amp;focusedAnswerId=4345#4345"" rel=""nofollow"">my version</a> on a randomly weighted 2000-node clique:</p>
<pre><code>def testN():
    n = 2000
    G = {}
    for node1 in range(n):
        for node2 in range(n):
            if node1 != node2:
                make_link(G, node1, node2, random.randrange(n))

    a = datetime.datetime.now() 
    dist = dijkstra(G, 50)
    print(datetime.datetime.now()-a)

for _ in range(3):
    testN()
</code></pre>
<p>I am not even sure your code is $%\Theta(n\log(n))$%. Can you show a proof of time complexity? Or, better yet, think how to fix your code to improve running time (it is a quite easy fix, really).</p>";comment;11004268;11004268;2012-08-05 03:09:32.359334+00;0;;11037302;100073491;2012-08-05 03:09:56.031206+00;11006728;\N;\N;0;f
11004543;;cs215 ;100026104;"<p><a href=""http://forums.udacity.com/users/100073491/dmitry-kulakovsky-3""><a href=""http://forums.udacity.com/users/100073491/dmitry-kulakovsky-3"">@D</a></a> Kulakovsky : I appreciate the response.  I didn't actually get around to the marvel graph as of yet, so I will have to look into it...</p>
<p>Do you know if there are any test cases floating around that I can work with for ps5-1?  Maybe that might help point me in the right direction.</p>";comment;11004540;11004538;2012-08-05 03:45:16.339901+00;0;;\N;100026104;2012-08-05 03:45:16.339901+00;11006735;\N;\N;0;f
11004547;;cs215 ;100026104;"<p><a href=""http://forums.udacity.com/users/100073491/dmitry-kulakovsky-3""><a href=""http://forums.udacity.com/users/100073491/dmitry-kulakovsky-3"">@D</a></a> Kulakovsky : After I reduced function calls, my updated code was accepted; however, I am not sure it wasn't due to some sort of server-side fluke.</p>";comment;11004540;11004538;2012-08-05 06:22:08.262166+00;0;;11037346;100026104;2012-08-05 06:22:38.035587+00;11006748;\N;\N;0;f
11004599;;cs215 ;100002476;"<p>I did it (It late, but earlier at me didn't turn out)<br>
My list:</p>
<p>1 ""Tatasciore, Fred"", 3.61746912024<br>
 2 ""Jackson, Samuel L."", 3.69914292917<br>
 3 ""Welker, Frank"", 3.71477186791<br>
 4 ""Harnell, Jess"", 3.73443408117<br>
 5 ""Willis, Bruce"", 3.74401310814<br>
 6 ""Hanks, Tom"", 3.74628182506<br>
 7 ""Blum, Steve (IX)"", 3.7636753214<br>
 8 ""Papajohn, Michael"", 3.77123771112<br>
 9 ""Voight, Jon"", 3.77148979077<br>
10 ""Starr, Arne"", 3.77224602975<br>
11 ""Damon, Matt"", 3.7760272246<br>
12 ""Cruise, Tom"", 3.77627930426<br>
13 ""Downes, Robin Atkin"", 3.77703554323<br>
14 ""Abernathy, Don"", 3.77829594152<br>
15 ""Wilson, Owen (I)"", 3.78207713638<br>
16 ""Pitt, Brad"", 3.78711872952<br>
17 ""Baldwin, Alec"", 3.78888328712<br>
18 ""Diaz, Cameron"", 3.78963952609<br>
19 ""North, Nolan"", 3.79392488026<br>
and <br>
20 ...</p>
<p>but I have ""Try again"" :-(<br>
This list is true, isn't it?</p>";comment;11003333;11003318;2012-08-06 17:34:47.433856+00;0;;\N;100002476;2012-08-06 17:34:47.433856+00;11006849;\N;\N;0;f
11004607;;cs215 ;100073491;"<p><a href=""http://forums.udacity.com/users/100068598/ivan-ogassavara""><a href=""http://forums.udacity.com/users/100068598/ivan-ogassavara"">@Ivan</a></a>, you do not need to calculate an approximation in 5-18 but the exact expected value. See this thread for more info:<br>
<a href=""http://forums.udacity.com/cs215/questions/3710/spoiler-bug-in-randomized-clustering-coefficient/3720"" rel=""nofollow""></a><a href=""http://forums.udacity.com/cs215/questions/3710/spoiler-bug-in-randomized-clustering-coefficient/3720"" rel=""nofollow"">http://forums.udacity.com/cs215/questions/3710/spoiler-bug-in-randomized-clustering-coefficient/3720</a></p>";comment;11004596;11004126;2012-08-06 18:33:08.11017+00;0;;\N;100073491;2012-08-06 18:33:08.11017+00;11006860;\N;\N;0;f
11004632;;cs215 ;100068905;"<p>I just wanted something very short that could pass all the tests.  Once one gives up on a custom heap structure, simplicity seems like a virtue.  I don't think my code is clever, more obvious than anything else - my personal interests are closer to differential topology, dynamical systems and stochastic processes than to CS.  If there's an 'idea' at all, it's that letting a heap grow by adding smaller stuff at the top doesn't create that much extra work because, since you always add smaller stuff, it's only the top of the heap pyramid that matters.  It's probably possible to write down conditions under which you can just delete the entire bottom of the pyramid; I don't know. I'm a bit too busy at the moment, sadly. <br>
I wondered why you wrote additional methods.  Perhaps it's to get the 10x speed advantage?  In any case, I welcome your suggestion on speed improvement, and am grateful for your enthusiasm about the course material and for sharing your work!</p>";comment;11004268;11004268;2012-08-06 23:40:40.844472+00;0;;11037879;100068905;2012-08-07 00:10:55.489204+00;11006910;\N;\N;0;f
